"Timestamp","DeviceID","Channel","SensorName","SensorID","DataType","Unit","Value"
"2022-04-05T09:12:29.712Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:28.695Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:27.681Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:26.669Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:25.672Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:24.663Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:23.662Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:22.650Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:21.654Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:20.646Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:19.653Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:18.632Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:17.658Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:16.622Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:15.634Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:14.615Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:13.615Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:12.605Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:11.610Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:10.659Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:09.604Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:08.765Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:07.578Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:06.580Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:05.572Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","99"
"2022-04-05T09:12:04.573Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:03.560Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:02.563Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:01.551Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:12:00.553Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:11:29.389Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:11:28.389Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
"2022-04-05T09:11:27.380Z","942fbba0-b3ed-11ec-9f5b-45181495093e","1","Channel 1","57b3bb80-b4c0-11ec-8da3-474359af83d7","Oximeter","SpO2","100"
